codigo,marca,razon_social,direccion,region,cod_region,comuna,cod_comuna,lat,lng,precio_93,precio_95,precio_97,precio_DI,fecha_93,fecha_95,fecha_97,fecha_DI
co110101,COPEC,IRACABAL OTTH HENRI EDWARD JEAN,VIVAR 402,Tarapacá,01,Iquique,01101,-20.213349467685262,-70.14856606721878,1310000.0,1328000.0,1343000.0,1046000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co110103,COPEC,PASTEN Y PASTEN,SITIO 54B BARRIO INDUSTRIAL,Tarapacá,01,Iquique,01101,-20.20475046538578,-70.14159232378006,1310000.0,1328000.0,1343000.0,1046000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co110104a,COPEC,Ewald Zippel y Cï¿½a Limitada,Avda. Salvador Allende 2345,Tarapacá,01,Iquique,01101,-20.2564238,-70.12807659999999,,,,1023000.0,,,,2025-09-18
co110105,COPEC,Comercializadora y distribuidora POLMAR Ltda,Salvador Allende 2102,Tarapacá,01,Iquique,01101,-20.228987,-70.13542359999997,1310000.0,1328000.0,1347000.0,1034000.0,2025-10-10,2025-10-10,2025-10-10,2025-10-10
co110107,COPEC,Comercial y Distribuidora POLMAR Ltda,MANUEL RODRIGUEZ 1404,Tarapacá,01,Iquique,01101,-20.223392047740003,-70.14222264289856,1304000.0,1322000.0,1342000.0,1040000.0,2025-10-10,2025-10-10,2025-10-10,2025-10-10
co110108,COPEC,sociedad comercial motorcenter ltda,ANIBAL PINTO 1377,Tarapacá,01,Iquique,01101,-20.22102618499956,-70.15311777591705,1310000.0,1328000.0,1348000.0,1046000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co110109,COPEC,SOCIEDAD COMBUSTIBLES FEYMAR TDA,Avda. Arturo Prat Chacon 1732,Tarapacá,01,Iquique,01101,-20.241371428222784,-70.14390707015991,1309000.0,1327000.0,1342000.0,1046000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
li110101,LIPIGAS,Empresa Lipigas S.A.,AVDA.CIRCUNVALACION 720,Tarapacá,01,Iquique,01101,-20.213696815862907,-70.13160109519958,,,,,,,,
pe110101,ARAMCO,VACROM Spa,Av. Arturo Prat 3415,Tarapacá,01,Iquique,01101,-20.25879011472052,-70.13311922550201,1309000.0,1327000.0,1343000.0,1046000.0,2025-10-10,2025-10-10,2025-10-10,2025-10-10
pe110102,ARAMCO,Comercial C y D Ltda,Av. Arturo Prat 1656,Tarapacá,01,Iquique,01101,-20.23997221176155,-70.14508724212646,1311000.0,1321000.0,1328000.0,1036000.0,2025-08-28,2025-08-28,2025-08-28,2025-08-28
pe110103,ARAMCO,Esmax Red Limitada,Av. Tadeo Haenke 1808,Tarapacá,01,Iquique,01101,-20.23799919447965,-70.14375686645508,1311000.0,1321000.0,1328000.0,1036000.0,2025-08-28,2025-08-28,2025-08-28,2025-08-28
pe110105,PETROBRAS,Serv gavigam spa,Av. Salvador Allende esq. O'Higgins 0,Tarapacá,01,Iquique,01101,-20.219556311726954,-70.13453006744385,1305000.0,1328000.0,1353000.0,1034000.0,2025-10-10,2025-10-10,2025-10-10,2025-10-10
pe110106,PETROBRAS,Comercializadora y Distribuidora Cristian Araya Cortes E.I.R.L. // 76.307.097-2,Pedro Prado esq. Gómez Carreño 0,Tarapacá,01,Iquique,01101,-20.233006140888285,-70.1355493068695,1310000.0,1328000.0,1348000.0,1034000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh110101,SHELL,DISTRIBUIDORA Y COMERCIALIZADORA DE COMBUSTIBLE Y LUBRICANTES ALBA SPA,OHiggins 2280,Tarapacá,01,Iquique,01101,-20.219516041030868,-70.13424038887024,1305000.0,1328000.0,1352000.0,1034000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh110102,SHELL,CLIMEX CHILE SPA,Avda. Arturo Prat 1850,Tarapacá,01,Iquique,01101,-20.24222202487748,-70.14248013496399,1309000.0,1327000.0,1347000.0,1046000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh110103,SHELL,CLIMEX CHILE SPA,Cespedes Gonzalez 1685,Tarapacá,01,Iquique,01101,-20.224856851100128,-70.1400500535965,1308000.0,1326000.0,1350000.0,1044000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh110104,SHELL,RBoyett Serving SPA,Genaro Gallo 2361,Tarapacá,01,Iquique,01101,-20.23158419860352,-70.13776749372482,1304000.0,1322000.0,1345000.0,1028000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh110105,SHELL,Climex chile SPA,Manuel Rodríguez/Vivar 705,Tarapacá,01,Iquique,01101,-20.223565710714904,-70.14910250902176,1310000.0,1328000.0,1351000.0,1046000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
ab110101,ABASTIBLE,Abastible S.A.,"Ruta A-616, Manzana C, Lote A 0",Tarapacá,01,Alto Hospicio,01107,-20.2686722,-70.10491689999998,,,,,,,,
co110102,COPEC,MARGARITA BEATRIZ HERNANDEZ VERGARA,RUTA A-16 KM 32 / AVDA SANTA ROSA 0,Tarapacá,01,Alto Hospicio,01107,-20.26147244901372,-70.06711006164551,1305000.0,1328000.0,1350000.0,1034000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co110106,COPEC,JFRM,"ALTO HOSPICIO, RUTA A 16 KM. 37",Tarapacá,01,Alto Hospicio,01107,-20.273773855456497,-70.09523570537567,1305000.0,1328000.0,1351000.0,1034000.0,2025-10-08,2025-10-08,2025-10-08,2025-10-08
co110110,COPEC,ATACAMA FUELS LTDA,Teniente Merino Correa 3945,Tarapacá,01,Alto Hospicio,01107,-20.268073,-70.095478,1305000.0,1328000.0,1350000.0,1034000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pb110101,Sin Bandera,Hernan Cayo Salazar,Ruta A 616 2999,Tarapacá,01,Alto Hospicio,01107,-20.254106,-70.109170,,,,1021000.0,,,,2025-10-09
pb110101,Sin Bandera,Hernan Cayo Salazar,Ruta A 616 2999,Tarapacá,01,Alto Hospicio,01107,-20.254106,-70.109170,,,,1021000.0,,,,2025-10-09
pb110103,SIN BANDERA,Estacion de Servicio Santa Rosa Ltda,Avda. Santa Rosa de Molle 4054,Tarapacá,01,Alto Hospicio,01107,-20.28191448642988,-70.0936403841614,,,,1031000.0,,,,2025-10-08
pe110201,ARAMCO,Sociedad Comercial Miranda y Vasquez  Ltda,Av. Los aromos 3115,Tarapacá,01,Alto Hospicio,01107,-20.266393597838004,-70.09744305296998,1305000.0,1328000.0,1350000.0,1034000.0,2025-10-09,2025-10-09,2025-10-10,2025-10-09
sh10101,SHELL,Sociedad de Inversiones E & E SPA,Avda. Las Parcelas 3372,Tarapacá,01,Alto Hospicio,01107,-20.268145,-70.094958,1305000.0,1328000.0,1351000.0,1034000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co120502,COPEC,COMERCIAL Y SERVICIOS FRAELI LTDA.,PANAMERICANA NORTE KM 1810,Tarapacá,01,Pozo Almonte,01401,-20.237342420476555,-69.78657069947508,1313000.0,1331000.0,1347000.0,1046000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pb120502,SERVITRUCK,Servitruck E.I.R.L.,"Camino vecinal s/n, Altura km 2.76 Ruta A-615, Costado Poniente Pozo Almonte 0",Tarapacá,01,Pozo Almonte,01401,-20.263153,-69.763233,,,,1046000.0,,,,2025-10-10
pb120502,SERVITRUCK,Servitruck E.I.R.L.,"Camino vecinal s/n, Altura km 2.76 Ruta A-615, Costado Poniente Pozo Almonte 0",Tarapacá,01,Pozo Almonte,01401,-20.263153,-69.763233,,,,1046000.0,,,,2025-10-10
pe120501,ARAMCO,NELSON GAETE GANORA,Calle Comercio 53,Tarapacá,01,Pozo Almonte,01401,-20.26257959036636,-69.7857141494751,1313000.0,1331000.0,1347000.0,1046000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co120401,COPEC,ADMINISTRADORA DE VENTAS AL DETALLE,AV. 27 DE ABRIL 00,Tarapacá,01,Pica,01405,-20.493677676202903,-69.33297872543335,1315000.0,1333000.0,1349000.0,1048000.0,2025-10-10,2025-10-10,2025-10-10,2025-10-10
ag210101,Gasco Autogas,Autogasco,AVENIDA RADOMIRO TOMIC esq DR. RUIZ TAGLE 000,Antofagasta,02,Antofagasta,02101,-23.60129279529261,-70.38556605577469,,,,,,,,
co210101,COPEC,MARCE INGENIERIA LTDA. RUT: 78.116.860-2,AV. ANTONIO RENDIC 3855,Antofagasta,02,Antofagasta,02101,-23.63617490636697,-70.3892058134079,1320000.0,1344000.0,1367000.0,1057000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co210102,COPEC,Comercializadora Didecom Limitada,AV. MEJILLONES 4950 ESQ. ILLAPEL 4950,Antofagasta,02,Antofagasta,02101,-23.62519322844285,-70.39119869470596,1312000.0,1338000.0,1363000.0,1046000.0,2025-09-21,2025-09-21,2025-09-21,2025-09-21
co210103,COPEC,COMERCIAL ELIZABETH OCARANZA LIMITADA,SAN MARTIN ESQ. URIBE 0,Antofagasta,02,Antofagasta,02101,-23.64914089749835,-70.40098875761032,1323000.0,1347000.0,1371000.0,1061000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co210104,COPEC,COMERCIAL Y SERVICIOS TRACIA LTDA,AV. ANGAMOS 0633,Antofagasta,02,Antofagasta,02101,-23.67874384833269,-70.40979444980621,,,,,,,,
co210105,COPEC,COMERCIALIZADORA Y DISTRIBUIDORA ARCEU Y CABRERA LIMITADA,RUTA 5 NORTE KM 1351 00,Antofagasta,02,Antofagasta,02101,-23.782598,-70.316837,1322000.0,1346000.0,1365000.0,1060000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co210106,COPEC,CLAPS SANCHEZ GERARDO FERNANDO,AV. ARGENTINA 1103,Antofagasta,02,Antofagasta,02101,-23.66514206333752,-70.39873838424683,1323000.0,1347000.0,1366000.0,1061000.0,2025-10-08,2025-10-08,2025-10-08,2025-10-08
co210107,COPEC,Comercializadora y Distribuidora Cofre Ltda.,Pedro Aguirre Cerda 7240,Antofagasta,02,Antofagasta,02101,-23.60378503368355,-70.3887552022934,1318000.0,1344000.0,1360000.0,1057000.0,2025-10-08,2025-10-08,2025-10-08,2025-10-08
co210108,COPEC,Comercializadora L&S limitada,AV. ARGENTINA 3211,Antofagasta,02,Antofagasta,02101,-23.644317806952372,-70.39290726184845,,,,,,,,
co210109,COPEC,QUARKS INGENIERIA Y SERVICIOS LTDA.,AV. EDMUNDO PEREZ ZUJOVIC 4256,Antofagasta,02,Antofagasta,02101,-23.632036919704372,-70.39558947086334,1323000.0,1347000.0,1366000.0,1061000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co210110,COPEC,Comercial Formar Ltda,República de Croacia 286,Antofagasta,02,Antofagasta,02101,-23.670458154314936,-70.4069995880127,1323000.0,1347000.0,1366000.0,1061000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co210111,COPEC,Miranda e Hijo Cia. Ltda. // 77.650.070-4,Avenida Pedro Aguirre Cerda 10980,Antofagasta,02,Antofagasta,02101,-23.561199102225984,-70.39058446884155,1320000.0,1344000.0,1363000.0,1057000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co210112,COPEC,COMERCIAL KAM LTDA,Av. Pedro Edmundo Perez Zujovic 10675,Antofagasta,02,Antofagasta,02101,-23.576324,-70.39400219999999,1322000.0,1346000.0,1365000.0,1061000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co210113,SHELL,REHPAL SPA,Avda. Pedro Aguirre Cerda 10615,Antofagasta,02,Antofagasta,02101,-23.564740837389085,-70.39128059391783,1320000.0,1344000.0,1368000.0,1057000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co210114,COPEC,Administradora de ventas al detalle ltda.,Ruta 5 Norte Km. 1398 0,Antofagasta,02,Antofagasta,02101,-23.454892,-70.137320,1322000.0,1346000.0,1365000.0,1060000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pe210101,ARAMCO,ALMA SPA,Avda. Grecia 430,Antofagasta,02,Antofagasta,02101,-23.670403283578523,-70.406969607071,1323000.0,1347000.0,1371000.0,1061000.0,2025-10-10,2025-10-10,2025-10-10,2025-10-10
pe210102,ARAMCO,ZUMAR SPA,Av. Argentina 2802,Antofagasta,02,Antofagasta,02101,-23.64912615577059,-70.39278119802475,1323000.0,1347000.0,1367000.0,1061000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pe210103,ARAMCO,inversiones y servicios Petroleum SPA,Av. Cabo Juan Bolivar 907 esquina Huamachuco,Antofagasta,02,Antofagasta,02101,-23.58652027207088,-70.3807783126831,1318000.0,1344000.0,1367000.0,1057000.0,2025-10-09,2025-10-09,2025-10-10,2025-10-09
pe210105,ARAMCO,MARZU SPA,Av. Antonio Rendic 6850,Antofagasta,02,Antofagasta,02101,-23.609270740641122,-70.3844341635704,1318000.0,1344000.0,1360000.0,1057000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pe210106,ARAMCO,DIST. DE COMBUSTIBLES ARIZONA LTDA.,Av. Edmundo Pérez Zujovic 5030,Antofagasta,02,Antofagasta,02101,-23.622866046208614,-70.39412498474121,1323000.0,1347000.0,1366000.0,1061000.0,2025-10-09,2025-10-09,2025-10-10,2025-10-09
pe210107,ARAMCO,CARMONA NIEMANN Y COMPAÑÍA LTDA.,PEDRO AGUIRRE CERDA 11385,Antofagasta,02,Antofagasta,02101,-23.557333605816055,-70.3916894563896,1320000.0,1344000.0,1364000.0,1057000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pe210108,ARAMCO,INVERSIONES Y SERVICIOS LICANCABUR LIMITADA,Avda Pedro Aguirre Cerda 10850,Antofagasta,02,Antofagasta,02101,-23.563650441483958,-70.39075932765502,1320000.0,1344000.0,1363000.0,1057000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pe210108,ARAMCO,INVERSIONES Y SERVICIOS LICANCABUR LIMITADA,Avda Pedro Aguirre Cerda 10850,Antofagasta,02,Antofagasta,02101,-23.563650441483958,-70.39075932765502,1320000.0,1344000.0,1363000.0,1057000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pe210108,ARAMCO,INVERSIONES Y SERVICIOS LICANCABUR LIMITADA,Avda Pedro Aguirre Cerda 10850,Antofagasta,02,Antofagasta,02101,-23.563650441483958,-70.39075932765502,1320000.0,1344000.0,1363000.0,1057000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh210101,SHELL,Sociedad comercial e inversiones LyRol limitada.,Antonio Rendic 4561,Antofagasta,02,Antofagasta,02101,-23.62838535730577,-70.38966178894043,1320000.0,1344000.0,1367000.0,1057000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh210102,SHELL,A&M SERVICIOS LOGISTICOS LTDA.,Avda. 21 De Mayo/Avda. Argentina 1119,Antofagasta,02,Antofagasta,02101,-23.65705450854331,-70.39625734090805,1323000.0,1347000.0,1370000.0,1061000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh210103,SHELL,GERIBA SPA,Avda. Argentina 1105,Antofagasta,02,Antofagasta,02101,-23.66507327700985,-70.39872497320175,1323000.0,1347000.0,1371000.0,1061000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh210104,SHELL,Comercializadora y Servicios Integrales Ltda,Balmaceda 2408,Antofagasta,02,Antofagasta,02101,-23.64688047984547,-70.40094316005707,1323000.0,1347000.0,1371000.0,1061000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh210105,SHELL,Lyrol Ltda,Panamericana Norte Km 1354,Antofagasta,02,Antofagasta,02101,-23.780018249075322,-70.31735049669192,1322000.0,1346000.0,1369000.0,1060000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh210106,SHELL,Kitty Cueva Arias y Cia Ltda,Pedro Aguirre Cerda 8450,Antofagasta,02,Antofagasta,02101,-23.58896162703405,-70.38977346071317,1318000.0,1344000.0,1367000.0,1057000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pe210109,PETROBRAS,--,"Panamericana Norte KM 1352, Antofagasta",Antofagasta,02,Antofagasta,02101,-23.783607908963248,-70.31660975803207,1322000.0,1346000.0,1365000.0,1060000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co210118,COPEC,--,RUTA 5 NORTE KM 1392,Antofagasta,02,Antofagasta,02101,-23.475963347082185,-70.18087167821706,1322000.0,1346000.0,1365000.0,1060000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pb210201,PETROBRAS,Petroleum Spa,andalican s/n esquina primera industrial 168,Antofagasta,02,Mejillones,02102,-23.101806,-70.435444,1318000.0,1342000.0,1362000.0,1056000.0,2025-10-09,2025-10-09,2025-10-10,2025-10-09
co210119,COPEC,Codicom Ltda.,Ruta B-1 S/N,Antofagasta,02,Mejillones,02102,-23.109904366203054,-70.4438249457996,1310000.0,1336000.0,1398000.0,1045000.0,2025-10-02,2025-10-02,2025-10-02,2025-10-02
co210301,COPEC,COMERCIAL Y SERVICIOS SEGUEL-BEYZAGA LTDA. / Rut: 76.329.107-3,Carmen Alto 1458,Antofagasta,02,Sierra Gorda,02103,-22.891782682981663,-69.32027041912079,1327000.0,,,1071000.0,2025-05-15,,,2025-08-07
co210401,COPEC,Inversiones Luna y Compania Limitada,FRANCISCO BILBAO 101,Antofagasta,02,Taltal,02104,-25.40774495564426,-70.47883450984955,1316000.0,1340000.0,1362000.0,1060000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co210402,COPEC,Rach Gasoil Limitada,PANAMERICANA NORTE KM 1144,Antofagasta,02,Taltal,02104,-25.564665299137566,-70.36846160888672,1310000.0,1337000.0,1361000.0,1063000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pb210401,ARAMCO,"SOC.DE ALM.,VNT Y DIST.DE COM.Y LUB",Francisco Bilbao 986,Antofagasta,02,Taltal,02104,-25.4072891,-70.48025419999999,1316000.0,1340000.0,1362000.0,1060000.0,2025-10-09,2025-10-09,2025-10-10,2025-10-09
co220101,COPEC,COMERCIALIZADORA Y DISTRIBUIDORA VERA SPAE LIMITADA,GRANADEROS 3524,Antofagasta,02,Calama,02201,-22.444573848556956,-68.927863240242,1331000.0,1352000.0,1371000.0,1075000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co220102,COPEC,FONSECA ILLANES HERNAN,ABAROA 1413,Antofagasta,02,Calama,02201,-22.467592208406238,-68.92573356628418,1331000.0,1352000.0,1371000.0,1075000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co220103,COPEC,Comercializadora y Distribuidora V & A Ltda.,Diego de Almagro 2547,Antofagasta,02,Calama,02201,-22.447722180662698,-68.93242835998535,1332000.0,1352000.0,1371000.0,1075000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co220104,COPEC,Comercializadora y Distribuidora V & A Ltda.,"PUNTA DE DIAMANTE S/N, SALIDA SUR 000",Antofagasta,02,Calama,02201,-22.329692758515666,-68.92745018005371,1332000.0,1353000.0,1372000.0,1076000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co220105,COPEC,Sociedad Comercializadora y Distribuidora Jiusan Group Limitada,AV. BALMACEDA 3012,Antofagasta,02,Calama,02201,-22.452823,-68.921583,1332000.0,1352000.0,1371000.0,1075000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pe220101,ARAMCO,Comercializadora y Distribuidora Vergara SA,Av. Chorrillos / Latorre 2687,Antofagasta,02,Calama,02201,-22.45357243476272,-68.92614126205444,1332000.0,1352000.0,1372000.0,1075000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pe220102,ARAMCO,Comercializadora y Distribuidora Vergara SA,Balmaceda 4450,Antofagasta,02,Calama,02201,-22.434706959093198,-68.91663551330566,1332000.0,1352000.0,1372000.0,1075000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pe220103,ARAMCO,Com. FBD SPA,Av. Miguel Grau 1064,Antofagasta,02,Calama,02201,-22.44453914213549,-68.91112089157104,1332000.0,1352000.0,1372000.0,1075000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh220101,SHELL,FAVIGO LTDA. RUT 77.335.180-5,Balmaceda 4539,Antofagasta,02,Calama,02201,-22.43375989912872,-68.9158844947815,1332000.0,1352000.0,1376000.0,1075000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh220102,SHELL,Servicios Ochoa MuÃ±oz SpA,Avda Ohiggins 234,Antofagasta,02,Calama,02201,-22.481687392865823,-68.93027991056442,1331000.0,1352000.0,1372000.0,1075000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co220302,COPEC,Administradora de Ventas al Detalle Ltda.,RUTA 27 INTERSECCION  B241 0,Antofagasta,02,San Pedro de Atacama,02203,-22.914625,-68.191518,1334000.0,1354000.0,1373000.0,1076000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co230101,COPEC,HERMAN Javier RIVERA CHACANA / Rut: 9.821.227-2,AV. 11 DE SEPTIEMBRE 000,Antofagasta,02,Tocopilla,02301,-22.086141950806958,-70.19145727157593,1321000.0,1345000.0,1369000.0,1062000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co230102,COPEC,COMERCIAL Y SERVICIOS SEGUEL-BEYZAGA LTDA,AVDA. TENIENTE MERINO 3303,Antofagasta,02,Tocopilla,02301,-22.078357,-70.193635,1321000.0,1345000.0,1369000.0,1062000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh230101,SHELL,DISTRIBUIDORA DE COMBUSTIBLES ESPEJO LTDA,Avda. Costanera 0,Antofagasta,02,Tocopilla,02301,-22.088622345691242,-70.19667148590088,1321000.0,1345000.0,1369000.0,1062000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co230201,COPEC,HERMAN JAVIER RIVERA CHACANA / Rut: 9.821.227-2,pedro montt 000,Antofagasta,02,María Elena,02302,-22.3456290528797,-69.65776205062866,1323000.0,1347000.0,1371000.0,1064000.0,2025-10-10,2025-10-10,2025-10-10,2025-10-10
ag310102 ,Gasco Autogas,Sindicato de dueños independientes taxis colectivos Línea N° 24,Venancio Díaz esquina Juncalito S/N 0,Atacama,03,Copiapó,03101,-27.361782,-70.305816,,,,,,,,
co310101,COPEC,Administradora de ventas al detalle ltda,AV. LOS LOROS 1310,Atacama,03,Copiapó,03101,-27.36910667018842,-70.3119957447052,1304000.0,1330000.0,1355000.0,1055000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co310102,COPEC,POTZSCH ROSENDE ARNOLD GUNTHER,CARRETERA PANAMERICANA 255,Atacama,03,Copiapó,03101,-27.373329825319995,-70.33682227134705,1307000.0,1333000.0,1359000.0,1056000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co310103,COPEC,COMERCIAL LM LTDA,AV. HENRIQUEZ 504,Atacama,03,Copiapó,03101,-27.370585864688557,-70.32535046339035,1298000.0,1324000.0,1350000.0,1048000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co310104,COPEC,BEY KAHN Y COMPAï¿½IA LIMITADA,AV. COPAYAPU 2024,Atacama,03,Copiapó,03101,-27.3793129479784,-70.31917333602905,1304000.0,1330000.0,1356000.0,1054000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co310106,COPEC,Comercial Caminito Ltda,CARRETERA  PANAMERICANA  NORTE KM. 811,Atacama,03,Copiapó,03101,-27.34087,-70.36656,1306000.0,1332000.0,1358000.0,1056000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co310107,COPEC,ADMINISTRADORA DE VENTAS AL DETALLE LIMITADA,"Ruta 5 Norte Km 838, Costado Nortes N° 2 S/N Ruta 5 Oriente",Atacama,03,Copiapó,03101,-27.339423,-70.606201,1298000.0,1326000.0,1354000.0,1045000.0,2025-10-06,2025-10-06,2025-09-18,2025-09-18
co310108,COPEC,Estacion de Servicios Tres Esquinas Ltda.,Copayapu 4656,Atacama,03,Copiapó,03101,-27.4011363,-70.30012620000002,1304000.0,1331000.0,1355000.0,1051000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pe310101,ARAMCO,"SOC. DE ALM, VENTA Y DIST.DE COMB. Y LUB",Camino a Diego de Almagro 660,Atacama,03,Copiapó,03101,-27.384990898899687,-70.29850959777832,1304000.0,1331000.0,1356000.0,1050000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pe310102,ARAMCO,T&J SPA,Panamericana Norte  s/n 00,Atacama,03,Copiapó,03101,-27.363788488281166,-70.34484526690669,1306000.0,1332000.0,1358000.0,1056000.0,2025-10-09,2025-10-09,2025-10-10,2025-10-09
pe310103,ARAMCO,"COMERCIAL MARAMBIO, ALONSO Y CÍA LTDA",Av. Copayapu 957,Atacama,03,Copiapó,03101,-27.371714898394448,-70.33157050609589,1304000.0,1330000.0,1364000.0,1058000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pe310104,ARAMCO,"COMERCIAL MARAMBIO, ALONSO Y CÍA LTDA",Av Los Carreras 3131,Atacama,03,Copiapó,03101,-27.385017539176847,-70.30669706610104,,,,,,,,
sh310102,SHELL,Nuevo Copayapu Combustibles SPA.,Avda. Ramón Freire 310,Atacama,03,Copiapó,03101,-27.3608744,-70.3486705,1306000.0,1332000.0,1358000.0,1056000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh310103,SHELL,Inversiones Ropima SPA.,Circunvalación esquina Chacabuco 0,Atacama,03,Copiapó,03101,-27.360643201430328,-70.32818555831909,1304000.0,1330000.0,1355000.0,1055000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh310104,SHELL,Inversiones Lacord SPA,Panamericana Norte Km. 806,Atacama,03,Copiapó,03101,-27.373315534034628,-70.33691883087158,1307000.0,1333000.0,1359000.0,1056000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh310105,SHELL,MAFA Comercial SPA,Copayapu 852,Atacama,03,Copiapó,03101,-27.371648204740364,-70.33302962779999,1304000.0,1330000.0,1363000.0,1058000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh310106,SHELL,Inversiones Volcan Limitada,Los Carrera 3332,Atacama,03,Copiapó,03101,-27.387307955195034,-70.30518037973172,1304000.0,1330000.0,1356000.0,1054000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh310107,SHELL,Nuevo Copayapu Combustibles SPA,COPAYAPU 5320,Atacama,03,Copiapó,03101,-27.4053867,-70.29503629999999,1304000.0,1331000.0,1355000.0,1050000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
sh310108,SHELL,MAFA COMERCIAL SPA,"Eleuterio Ramirez 844, Copiapo",Atacama,03,Copiapó,03101,-27.373232270788684,-70.31340209440735,1304000.0,1330000.0,1356000.0,1054000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
co310202,COPEC,NTEC SERVICIOS Y COMERCIALIZADORA LIMITADA,EDWARDS/MONTT 207,Atacama,03,Caldera,03102,-27.067155996531792,-70.82423597574234,1306000.0,1334000.0,1361000.0,1057000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
pe310201,ARAMCO,GLADIC Y BIANCHI SPA,Panamericana Norte km. 877,Atacama,03,Caldera,03102,-27.07044721418403,-70.80626785755157,1298000.0,1328000.0,1357000.0,1046000.0,2025-09-25,2025-09-25,2025-09-25,2025-09-25
co310301,COPEC,DISTRIBUIDORA Y COMERCIALIZADORA GREBE LIMITADA,AV. MIGUEL LEMEUR 427,Atacama,03,Tierra Amarilla,03103,-27.46711706378298,-70.26565790176392,1303000.0,1330000.0,1354000.0,1050000.0,2025-10-09,2025-10-09,2025-10-09,2025-10-09
